iter,loss,recent_min,lr,it_per_s,elapsed_s
12100,0.02,0.0054,0.0001,1.66,7286
12200,0.0213,0.0056,0.0001,1.66,7344
12300,0.0194,0.0046,0.0001,1.66,7402
12400,0.0151,0.0053,0.0001,1.66,7461
12500,0.0168,0.0049,0.0001,1.66,7519
12600,0.0173,0.0048,0.0001,1.65,7635
12700,0.0158,0.0048,0.0001,1.65,7693
12800,0.0136,0.0045,0.0001,1.65,7752
12900,0.0131,0.0043,0.0001,1.65,7810
13000,0.0179,0.0051,0.0001,1.65,7868
13100,0.0136,0.0043,0.0001,1.65,7926
13200,0.0138,0.0048,0.0001,1.65,7985
13300,0.0158,0.0043,0.0001,1.65,8043
13400,0.0152,0.0046,0.0001,1.65,8101
13500,0.0121,0.0044,0.0001,1.65,8160
13600,0.0146,0.0042,0.0001,1.65,8218
13700,0.0174,0.0047,0.0001,1.66,8276
13800,0.0104,0.0038,0.0001,1.66,8335
13900,0.0124,0.0041,0.0001,1.66,8393
14000,0.0152,0.0041,0.0001,1.66,8451
14100,0.0154,0.0037,0.0001,1.66,8510
14200,0.0154,0.0043,0.0001,1.66,8568
14300,0.015,0.0037,0.0001,1.66,8626
14400,0.0133,0.0038,0.0001,1.66,8684
14500,0.0134,0.0041,0.0001,1.66,8743
14600,0.0136,0.0045,0.0001,1.66,8801
14700,0.0152,0.0033,0.0001,1.66,8859
14800,0.013,0.0042,0.0001,1.66,8918
14900,0.0144,0.0039,0.0001,1.66,8976
15000,0.0137,0.0038,0.0001,1.66,9034
15100,0.0126,0.0042,0.0001,1.65,9150
15200,0.0098,0.0038,0.0001,1.65,9209
15300,0.0141,0.0039,0.0001,1.65,9267
15400,0.0137,0.0035,0.0001,1.65,9325
15500,0.0172,0.0039,0.0001,1.65,9384
15600,0.0136,0.0041,0.0001,1.65,9442
15700,0.011,0.0035,0.0001,1.65,9500
15800,0.0126,0.0036,0.0001,1.65,9558
15900,0.0154,0.0041,0.0001,1.65,9617
16000,0.0144,0.0039,0.0001,1.65,9675
16100,0.0139,0.0038,0.0001,1.65,9733
16200,0.0139,0.003,0.0001,1.65,9792
16300,0.0128,0.0037,0.0001,1.65,9850
16400,0.0147,0.0038,0.0001,1.66,9908
16500,0.0105,0.0036,0.0001,1.66,9967
16600,0.0174,0.0043,0.0001,1.66,10025
16700,0.0138,0.004,0.0001,1.66,10083
16800,0.0143,0.0038,0.0001,1.66,10141
16900,0.0122,0.003,0.0001,1.66,10200
17000,0.0145,0.0037,0.0001,1.66,10258
17100,0.0113,0.0034,0.0001,1.66,10316
17200,0.0147,0.0036,0.0001,1.66,10375
17300,0.0094,0.0033,0.0001,1.66,10433
17400,0.0126,0.0032,0.0001,1.66,10491
17500,0.014,0.0042,0.0001,1.66,10550
17600,0.0097,0.0032,0.0001,1.65,10666
17700,0.0127,0.0032,0.0001,1.65,10724
17800,0.0107,0.003,0.0001,1.65,10782
17900,0.0095,0.0036,0.0001,1.65,10840
18000,0.0147,0.0032,0.0001,1.65,10899
18100,0.0114,0.0034,0.0001,1.65,10957
18200,0.01,0.0029,0.0001,1.65,11015
18300,0.0116,0.0034,0.0001,1.65,11074
18400,0.0097,0.0034,0.0001,1.65,11132
18500,0.0145,0.0033,0.0001,1.65,11190
18600,0.0086,0.0031,0.0001,1.65,11249
18700,0.0097,0.003,0.0001,1.65,11307
18800,0.0095,0.0026,0.0001,1.65,11365
18900,0.0112,0.0029,0.0001,1.65,11424
19000,0.0099,0.0027,0.0001,1.65,11482
19100,0.0075,0.0032,0.0001,1.66,11540
19200,0.0105,0.0027,0.0001,1.66,11599
19300,0.0101,0.0028,0.0001,1.66,11657
19400,0.0128,0.0029,0.0001,1.66,11715
19500,0.0111,0.0032,0.0001,1.66,11773
19600,0.0092,0.0028,0.0001,1.66,11832
19700,0.0124,0.003,0.0001,1.66,11890
19800,0.0087,0.0027,0.0001,1.66,11948
19900,0.0082,0.003,0.0001,1.66,12007
20000,0.0116,0.0032,0.0001,1.66,12065
20100,0.0114,0.003,0.0001,1.65,12181
20200,0.0093,0.0026,0.0001,1.65,12239
20300,0.0095,0.003,0.0001,1.65,12298
20400,0.0084,0.0031,0.0001,1.65,12356
20500,0.0125,0.003,0.0001,1.65,12414
20600,0.0124,0.0028,0.0001,1.65,12473
20700,0.0116,0.0026,0.0001,1.65,12531
20800,0.0107,0.0028,0.0001,1.65,12589
20900,0.008,0.0027,0.0001,1.65,12648
21000,0.012,0.0028,0.0001,1.65,12706
21100,0.0093,0.0031,0.0001,1.65,12764
21200,0.0115,0.0029,0.0001,1.65,12823
21300,0.0103,0.0028,0.0001,1.65,12881
21400,0.0101,0.0022,0.0001,1.65,12939
21500,0.01,0.003,0.0001,1.65,12998
21600,0.0124,0.003,0.0001,1.65,13056
21700,0.0116,0.003,0.0001,1.65,13114
21800,0.0102,0.003,0.0001,1.65,13173
21900,0.0091,0.0028,0.0001,1.66,13231
22000,0.0078,0.0024,0.0001,1.66,13289
22100,0.0095,0.0022,0.0001,1.66,13348
22200,0.0079,0.0024,0.0001,1.66,13406
22300,0.0101,0.0027,0.0001,1.66,13464
22400,0.0109,0.0025,0.0001,1.66,13522
22500,0.0104,0.0025,0.0001,1.66,13581
22600,0.0083,0.0026,0.0001,1.65,13697
22700,0.0102,0.0024,0.0001,1.65,13755
22800,0.0105,0.0024,0.0001,1.65,13813
22900,0.0079,0.0024,0.0001,1.65,13872
23000,0.0094,0.0026,0.0001,1.65,13930
23100,0.0081,0.0026,0.0001,1.65,13988
23200,0.0087,0.0025,0.0001,1.65,14047
23300,0.0077,0.0025,0.0001,1.65,14105
23400,0.0121,0.0028,0.0001,1.65,14163
23500,0.0113,0.003,0.0001,1.65,14222
23600,0.0097,0.0027,0.0001,1.65,14280
23700,0.0081,0.0027,0.0001,1.65,14338
23800,0.0102,0.0021,0.0001,1.65,14397
23900,0.0089,0.0026,0.0001,1.65,14455
24000,0.0084,0.0024,0.0001,1.65,14513
24100,0.0071,0.0024,0.0001,1.65,14572
24200,0.0079,0.0026,0.0001,1.65,14630
24300,0.0067,0.0027,0.0001,1.65,14688
24400,0.0091,0.0026,0.0001,1.65,14747
24500,0.0094,0.0024,0.0001,1.65,14805
24600,0.008,0.0023,0.0001,1.66,14863
24700,0.0074,0.0023,0.0001,1.66,14922
24800,0.0063,0.0022,0.0001,1.66,14980
24900,0.0098,0.0023,0.0001,1.66,15038
25000,0.0094,0.0028,0.0001,1.66,15096
25100,0.0092,0.0024,0.0001,1.65,15213
25200,0.0102,0.0026,0.0001,1.65,15271
25300,0.0098,0.0024,0.0001,1.65,15329
25400,0.01,0.0025,0.0001,1.65,15388
25500,0.0087,0.002,0.0001,1.65,15446
25600,0.0073,0.0021,0.0001,1.65,15504
25700,0.0088,0.0019,0.0001,1.65,15562
25800,0.0075,0.0021,0.0001,1.65,15621
25900,0.008,0.0022,0.0001,1.65,15679
26000,0.008,0.0024,0.0001,1.65,15737
26100,0.0094,0.0023,0.0001,1.65,15796
26200,0.0075,0.0023,0.0001,1.65,15854
26300,0.0077,0.0026,0.0001,1.65,15912
26400,0.0102,0.0025,0.0001,1.65,15971
26500,0.0066,0.0023,0.0001,1.65,16029
26600,0.009,0.0023,0.0001,1.65,16087
26700,0.0088,0.0024,0.0001,1.65,16146
26800,0.0082,0.0024,0.0001,1.65,16204
26900,0.0074,0.0021,0.0001,1.65,16262
27000,0.0075,0.0023,0.0001,1.65,16321
27100,0.0086,0.0022,0.0001,1.65,16379
27200,0.0062,0.0025,0.0001,1.65,16437
27300,0.008,0.0022,0.0001,1.65,16496
27400,0.0082,0.0022,0.0001,1.66,16554
27500,0.0076,0.002,0.0001,1.66,16612
27600,0.0083,0.0029,0.0001,1.65,16728
27700,0.0084,0.0024,0.0001,1.65,16786
27800,0.0067,0.002,0.0001,1.65,16845
27900,0.0075,0.002,0.0001,1.65,16903
28000,0.0082,0.0022,0.0001,1.65,16961
28100,0.0073,0.0021,0.0001,1.65,17020
28200,0.0062,0.0019,0.0001,1.65,17078
28300,0.0086,0.0024,0.0001,1.65,17136
28400,0.0067,0.0021,0.0001,1.65,17195
28500,0.007,0.0023,0.0001,1.65,17253
28600,0.0067,0.0026,0.0001,1.65,17311
28700,0.0077,0.0018,0.0001,1.65,17370
28800,0.0092,0.0022,0.0001,1.65,17428
28900,0.0072,0.002,0.0001,1.65,17486
29000,0.0093,0.0019,0.0001,1.65,17544
29100,0.0069,0.0025,0.0001,1.65,17603
29200,0.0073,0.0023,0.0001,1.65,17661
29300,0.0072,0.0022,0.0001,1.65,17719
29400,0.0085,0.002,0.0001,1.65,17778
29500,0.0098,0.0022,0.0001,1.65,17836
29600,0.0079,0.0021,0.0001,1.65,17894
29700,0.0064,0.0021,0.0001,1.65,17953
29800,0.0056,0.002,0.0001,1.65,18011
29900,0.0063,0.0018,0.0001,1.65,18069
30000,0.0097,0.0023,0.0001,1.65,18128
30100,0.0085,0.0026,0.0001,1.65,18244
30200,0.0076,0.0019,0.0001,1.65,18302
30300,0.0066,0.0021,0.0001,1.65,18360
30400,0.0095,0.0018,0.0001,1.65,18419
30500,0.0062,0.0022,0.0001,1.65,18477
30600,0.0072,0.0021,0.0001,1.65,18535
30700,0.0092,0.0022,0.0001,1.65,18594
30800,0.0061,0.0019,0.0001,1.65,18652
30900,0.011,0.0018,0.0001,1.65,18710
31000,0.0067,0.0022,0.0001,1.65,18769
31100,0.0072,0.0021,0.0001,1.65,18827
31200,0.0076,0.0022,0.0001,1.65,18885
31300,0.0041,0.0017,0.0001,1.65,18944
31400,0.0075,0.0019,0.0001,1.65,19002
31500,0.0072,0.0024,0.0001,1.65,19060
31600,0.0068,0.0019,0.0001,1.65,19119
31700,0.0059,0.0018,0.0001,1.65,19177
31800,0.0074,0.002,0.0001,1.65,19235
31900,0.0054,0.0019,0.0001,1.65,19293
32000,0.0058,0.0016,0.0001,1.65,19352
32100,0.0086,0.0021,0.0001,1.65,19410
32200,0.0063,0.0019,0.0001,1.65,19468
32300,0.0079,0.0018,0.0001,1.65,19527
32400,0.0071,0.0018,0.0001,1.65,19585
32500,0.0079,0.002,0.0001,1.65,19643
32600,0.0085,0.0018,0.0001,1.65,19759
32700,0.0107,0.0022,0.0001,1.65,19818
32800,0.0054,0.002,0.0001,1.65,19876
32900,0.0083,0.0019,0.0001,1.65,19934
33000,0.0068,0.002,0.0001,1.65,19993
33100,0.0072,0.002,0.0001,1.65,20051
33200,0.0062,0.0015,0.0001,1.65,20109
33300,0.0069,0.002,0.0001,1.65,20167
33400,0.0089,0.0019,0.0001,1.65,20226
33500,0.0064,0.002,0.0001,1.65,20284
33600,0.0078,0.0017,0.0001,1.65,20342
33700,0.0046,0.002,0.0001,1.65,20401
33800,0.0069,0.002,0.0001,1.65,20459
33900,0.0065,0.0018,0.0001,1.65,20518
34000,0.0074,0.0019,0.0001,1.65,20576
34100,0.0078,0.0018,0.0001,1.65,20634
34200,0.007,0.002,0.0001,1.65,20693
34300,0.0053,0.002,0.0001,1.65,20751
34400,0.0057,0.0019,0.0001,1.65,20809
34500,0.0073,0.0017,0.0001,1.65,20867
34600,0.0056,0.0015,0.0001,1.65,20926
34700,0.005,0.0017,0.0001,1.65,20984
34800,0.0065,0.0018,0.0001,1.65,21042
34900,0.0067,0.0019,0.0001,1.65,21101
35000,0.0075,0.0022,0.0001,1.65,21159
35100,0.0085,0.0019,0.0001,1.65,21275
35200,0.0043,0.0015,0.0001,1.65,21333
35300,0.0058,0.0018,0.0001,1.65,21392
35400,0.0066,0.0018,0.0001,1.65,21450
35500,0.0084,0.0018,0.0001,1.65,21508
35600,0.0069,0.0014,0.0001,1.65,21567
35700,0.0069,0.0017,0.0001,1.65,21625
35800,0.0053,0.002,0.0001,1.65,21683
35900,0.0067,0.0018,0.0001,1.65,21741
36000,0.0082,0.0019,0.0001,1.65,21800
36100,0.0082,0.0019,0.0001,1.65,21858
36200,0.0065,0.002,0.0001,1.65,21916
36300,0.0049,0.0016,0.0001,1.65,21975
36400,0.0048,0.0016,0.0001,1.65,22033
36500,0.0059,0.0017,0.0001,1.65,22091
36600,0.0052,0.0017,0.0001,1.65,22150
36700,0.0078,0.0023,0.0001,1.65,22208
36800,0.0051,0.0017,0.0001,1.65,22266
36900,0.0046,0.0013,0.0001,1.65,22324
37000,0.0051,0.0018,0.0001,1.65,22383
37100,0.0062,0.0016,0.0001,1.65,22441
37200,0.006,0.0018,0.0001,1.65,22499
37300,0.0062,0.0018,0.0001,1.65,22558
37400,0.0062,0.0018,0.0001,1.65,22616
37500,0.0051,0.0019,0.0001,1.65,22674
37600,0.0055,0.0016,0.0001,1.65,22790
37700,0.007,0.0018,0.0001,1.65,22849
37800,0.0066,0.0019,0.0001,1.65,22907
37900,0.0066,0.0017,0.0001,1.65,22965
38000,0.0053,0.0018,0.0001,1.65,23023
38100,0.0068,0.0018,0.0001,1.65,23082
38200,0.0062,0.0018,0.0001,1.65,23140
38300,0.0077,0.0021,0.0001,1.65,23198
38400,0.0051,0.002,0.0001,1.65,23257
38500,0.0053,0.0019,0.0001,1.65,23315
38600,0.0066,0.0018,0.0001,1.65,23373
38700,0.007,0.0019,0.0001,1.65,23431
38800,0.0065,0.0018,0.0001,1.65,23490
38900,0.0072,0.0014,0.0001,1.65,23548
39000,0.0058,0.0018,0.0001,1.65,23606
39100,0.0093,0.0015,0.0001,1.65,23665
39200,0.0062,0.0017,0.0001,1.65,23723
39300,0.0058,0.0017,0.0001,1.65,23781
39400,0.0056,0.0017,0.0001,1.65,23840
39500,0.0044,0.0015,0.0001,1.65,23898
39600,0.0074,0.0017,0.0001,1.65,23956
39700,0.0051,0.0017,0.0001,1.65,24014
39800,0.0054,0.0016,0.0001,1.65,24073
39900,0.0069,0.0017,0.0001,1.65,24131
40000,0.0065,0.0018,0.0001,1.65,24189
40100,0.0042,0.0015,0.0001,1.65,24305
40200,0.0058,0.0017,0.0001,1.65,24364
40300,0.0064,0.0018,0.0001,1.65,24422
40400,0.0051,0.0014,0.0001,1.65,24480
40500,0.0074,0.0017,0.0001,1.65,24539
40600,0.0064,0.0014,0.0001,1.65,24597
40700,0.0068,0.0016,0.0001,1.65,24655
40800,0.0068,0.0019,0.0001,1.65,24714
40900,0.0039,0.0014,0.0001,1.65,24772
41000,0.0062,0.0015,0.0001,1.65,24830
41100,0.0084,0.002,0.0001,1.65,24888
41200,0.011,0.0016,0.0001,1.65,24947
41300,0.0082,0.0017,0.0001,1.65,25005
41400,0.0055,0.0016,0.0001,1.65,25063
41500,0.0054,0.0015,0.0001,1.65,25122
41600,0.007,0.0018,0.0001,1.65,25180
41700,0.0062,0.0017,0.0001,1.65,25238
41800,0.0068,0.0016,0.0001,1.65,25297
41900,0.0059,0.0014,0.0001,1.65,25355
42000,0.006,0.0018,0.0001,1.65,25413
42100,0.0054,0.0016,0.0001,1.65,25471
42200,0.0041,0.0015,0.0001,1.65,25530
42300,0.008,0.0018,0.0001,1.65,25588
42400,0.0057,0.0017,0.0001,1.65,25646
42500,0.005,0.0018,0.0001,1.65,25705
42600,0.0053,0.0016,0.0001,1.65,25821
42700,0.0055,0.0016,0.0001,1.65,25879
42800,0.0066,0.002,0.0001,1.65,25937
42900,0.0069,0.0018,0.0001,1.65,25995
43000,0.0057,0.0018,0.0001,1.65,26054
43100,0.006,0.0016,0.0001,1.65,26112
43200,0.0053,0.0018,0.0001,1.65,26170
43300,0.005,0.0018,0.0001,1.65,26229
43400,0.0048,0.0016,0.0001,1.65,26287
43500,0.0049,0.0017,0.0001,1.65,26345
43600,0.007,0.0017,0.0001,1.65,26404
43700,0.0103,0.0014,0.0001,1.65,26462
43800,0.0049,0.0014,0.0001,1.65,26520
43900,0.0052,0.0015,0.0001,1.65,26578
44000,0.0052,0.0015,0.0001,1.65,26637
44100,0.0047,0.0017,0.0001,1.65,26695
44200,0.0063,0.0015,0.0001,1.65,26753
