iter,loss,recent_min,lr,it_per_s,elapsed_s
16300,0.0037,0.0003,0.0001,1.66,9813
16400,0.0036,0.0003,0.0001,1.66,9871
16500,0.0038,0.0002,0.0001,1.66,9929
16600,0.004,0.0002,0.0001,1.66,9987
16700,0.0037,0.0003,0.0001,1.66,10045
16800,0.004,0.0003,0.0001,1.66,10103
16900,0.004,0.0005,0.0001,1.66,10162
17000,0.0039,0.0002,0.0001,1.66,10220
17100,0.0038,0.0002,0.0001,1.66,10278
17200,0.0038,0.0004,0.0001,1.66,10336
17300,0.0034,0.0002,0.0001,1.66,10394
17400,0.0041,0.0002,0.0001,1.66,10452
17500,0.0033,0.0002,0.0001,1.67,10510
17600,0.0034,0.0002,0.0001,1.66,10625
17700,0.0034,0.0005,0.0001,1.66,10683
17800,0.0038,0.0002,0.0001,1.66,10742
17900,0.0036,0.0003,0.0001,1.66,10800
18000,0.0042,0.0003,0.0001,1.66,10858
18100,0.0037,0.0002,0.0001,1.66,10916
18200,0.0034,0.0002,0.0001,1.66,10974
18300,0.0043,0.0002,0.0001,1.66,11032
18400,0.0041,0.0003,0.0001,1.66,11090
18500,0.0038,0.0006,0.0001,1.66,11148
18600,0.0037,0.0004,0.0001,1.66,11207
18700,0.0038,0.0002,0.0001,1.66,11265
18800,0.004,0.0001,0.0001,1.66,11323
18900,0.0037,0.0001,0.0001,1.66,11381
19000,0.0032,0.0004,0.0001,1.66,11439
19100,0.0035,0.0002,0.0001,1.66,11497
19200,0.0039,0.0002,0.0001,1.66,11555
19300,0.0041,0.0003,0.0001,1.66,11614
19400,0.004,0.0004,0.0001,1.66,11672
19500,0.0037,0.0002,0.0001,1.66,11730
19600,0.0041,0.0003,0.0001,1.66,11788
19700,0.0035,0.0003,0.0001,1.66,11846
19800,0.0038,0.0004,0.0001,1.66,11904
19900,0.0034,0.0002,0.0001,1.66,11962
20000,0.0038,0.0003,0.0001,1.66,12021
20100,0.0038,0.0005,0.0001,1.66,12136
20200,0.0032,0.0003,0.0001,1.66,12194
20300,0.0035,0.0005,0.0001,1.66,12252
20400,0.0035,0.0004,0.0001,1.66,12310
20500,0.0036,0.0003,0.0001,1.66,12368
20600,0.0037,0.0002,0.0001,1.66,12426
20700,0.0035,0.0002,0.0001,1.66,12484
20800,0.0035,0.0004,0.0001,1.66,12543
20900,0.004,0.0005,0.0001,1.66,12601
21000,0.0037,0.0002,0.0001,1.66,12659
21100,0.0036,0.0003,0.0001,1.66,12717
21200,0.0032,0.0001,0.0001,1.66,12775
21300,0.0039,0.0004,0.0001,1.66,12833
21400,0.0036,0.0005,0.0001,1.66,12891
21500,0.0037,0.0002,0.0001,1.66,12950
21600,0.0038,0.0001,0.0001,1.66,13008
21700,0.0035,0.0001,0.0001,1.66,13066
21800,0.0041,0.0003,0.0001,1.66,13124
21900,0.0036,0.0003,0.0001,1.66,13182
22000,0.0035,0.0001,0.0001,1.66,13240
22100,0.0036,0.0002,0.0001,1.66,13298
22200,0.0035,0.0002,0.0001,1.66,13356
22300,0.004,0.0002,0.0001,1.66,13415
22400,0.0044,0.0003,0.0001,1.66,13473
22500,0.0039,0.0004,0.0001,1.66,13531
22600,0.0044,0.0005,0.0001,1.66,13646
22700,0.0033,0.0003,0.0001,1.66,13704
22800,0.0041,0.0003,0.0001,1.66,13762
22900,0.0037,0.0002,0.0001,1.66,13820
23000,0.0035,0.0003,0.0001,1.66,13878
23100,0.0033,0.0002,0.0001,1.66,13937
23200,0.0035,0.0004,0.0001,1.66,13995
23300,0.0031,0.0004,0.0001,1.66,14053
23400,0.0037,0.0005,0.0001,1.66,14111
23500,0.0034,0.0004,0.0001,1.66,14169
23600,0.0037,0.0002,0.0001,1.66,14227
23700,0.0035,0.0002,0.0001,1.66,14285
23800,0.0035,0.0004,0.0001,1.66,14343
23900,0.003,0.0002,0.0001,1.66,14402
24000,0.0045,0.0003,0.0001,1.66,14460
24100,0.0036,0.0001,0.0001,1.66,14518
24200,0.0034,0.0004,0.0001,1.66,14576
24300,0.0038,0.0001,0.0001,1.66,14634
24400,0.0037,0.0002,0.0001,1.66,14692
24500,0.0035,0.0002,0.0001,1.66,14750
24600,0.0038,0.0001,0.0001,1.66,14809
24700,0.0034,0.0005,0.0001,1.66,14867
24800,0.0045,0.0002,0.0001,1.66,14925
24900,0.0034,0.0002,0.0001,1.66,14983
25000,0.003,0.0002,0.0001,1.66,15041
25100,0.0035,0.0004,0.0001,1.66,15156
25200,0.0031,0.0002,0.0001,1.66,15214
25300,0.0038,0.0003,0.0001,1.66,15272
25400,0.0035,0.0003,0.0001,1.66,15331
25500,0.0038,0.0004,0.0001,1.66,15389
25600,0.0032,0.0002,0.0001,1.66,15447
25700,0.0037,0.0004,0.0001,1.66,15505
25800,0.0037,0.0002,0.0001,1.66,15563
25900,0.0037,0.0004,0.0001,1.66,15621
26000,0.0036,0.0003,0.0001,1.66,15679
26100,0.0029,0.0003,0.0001,1.66,15737
26200,0.0029,0.0004,0.0001,1.66,15796
26300,0.0033,0.0002,0.0001,1.66,15854
26400,0.004,0.0002,0.0001,1.66,15912
26500,0.0035,0.0003,0.0001,1.66,15970
26600,0.0025,0.0004,0.0001,1.66,16028
26700,0.0036,0.0001,0.0001,1.66,16086
26800,0.0033,0.0001,0.0001,1.66,16144
26900,0.0035,0.0002,0.0001,1.66,16203
27000,0.0031,0.0004,0.0001,1.66,16261
27100,0.0036,0.0002,0.0001,1.66,16319
27200,0.0035,0.0004,0.0001,1.66,16377
27300,0.0037,0.0002,0.0001,1.66,16435
27400,0.003,0.0003,0.0001,1.66,16493
27500,0.0031,0.0003,0.0001,1.66,16551
27600,0.0031,0.0004,0.0001,1.66,16666
27700,0.0034,0.0002,0.0001,1.66,16724
27800,0.0041,0.0006,0.0001,1.66,16783
27900,0.0038,0.0002,0.0001,1.66,16841
28000,0.0033,0.0001,0.0001,1.66,16899
28100,0.0039,0.0002,0.0001,1.66,16957
28200,0.0038,0.0002,0.0001,1.66,17015
28300,0.0032,0.0005,0.0001,1.66,17073
28400,0.0028,0.0001,0.0001,1.66,17131
28500,0.0044,0.0002,0.0001,1.66,17190
28600,0.0032,0.0003,0.0001,1.66,17248
28700,0.0042,0.0004,0.0001,1.66,17306
28800,0.0037,0.0003,0.0001,1.66,17364
28900,0.0034,0.0004,0.0001,1.66,17422
29000,0.0041,0.0001,0.0001,1.66,17480
29100,0.0041,0.0003,0.0001,1.66,17538
29200,0.0036,0.0001,0.0001,1.66,17597
29300,0.0036,0.0001,0.0001,1.66,17655
29400,0.0032,0.0003,0.0001,1.66,17713
29500,0.0031,0.0005,0.0001,1.66,17771
29600,0.0039,0.0002,0.0001,1.66,17829
29700,0.0034,0.0002,0.0001,1.66,17887
29800,0.0034,0.0004,0.0001,1.66,17945
29900,0.0036,0.0002,0.0001,1.66,18004
30000,0.0038,0.0004,0.0001,1.66,18062
30100,0.0042,0.0003,0.0001,1.66,18177
30200,0.0033,0.0003,0.0001,1.66,18235
30300,0.0036,0.0004,0.0001,1.66,18293
30400,0.0032,0.0002,0.0001,1.66,18351
30500,0.0033,0.0002,0.0001,1.66,18409
30600,0.0034,0.0002,0.0001,1.66,18468
30700,0.0037,0.0005,0.0001,1.66,18526
30800,0.0037,0.0001,0.0001,1.66,18584
30900,0.0038,0.0003,0.0001,1.66,18642
31000,0.0035,0.0003,0.0001,1.66,18700
31100,0.0028,0.0002,0.0001,1.66,18758
31200,0.0032,0.0002,0.0001,1.66,18816
31300,0.0029,0.0004,0.0001,1.66,18875
31400,0.0034,0.0003,0.0001,1.66,18933
31500,0.0031,0.0003,0.0001,1.66,18991
31600,0.0036,0.0003,0.0001,1.66,19049
31700,0.0044,0.0003,0.0001,1.66,19107
31800,0.0031,0.0003,0.0001,1.66,19165
31900,0.0033,0.0003,0.0001,1.66,19223
32000,0.0038,0.0002,0.0001,1.66,19282
32100,0.0036,0.0002,0.0001,1.66,19340
32200,0.0037,0.0001,0.0001,1.66,19398
32300,0.004,0.0001,0.0001,1.66,19456
32400,0.0035,0.0003,0.0001,1.66,19514
32500,0.0034,0.0001,0.0001,1.66,19572
32600,0.0037,0.0003,0.0001,1.66,19687
32700,0.0034,0.0003,0.0001,1.66,19745
32800,0.0038,0.0002,0.0001,1.66,19804
32900,0.0033,0.0003,0.0001,1.66,19862
33000,0.0037,0.0005,0.0001,1.66,19920
33100,0.0029,0.0003,0.0001,1.66,19978
33200,0.0035,0.0003,0.0001,1.66,20036
33300,0.0038,0.0003,0.0001,1.66,20094
33400,0.0032,0.0002,0.0001,1.66,20152
33500,0.0036,0.0001,0.0001,1.66,20211
33600,0.0044,0.0003,0.0001,1.66,20269
33700,0.0035,0.0004,0.0001,1.66,20327
33800,0.0033,0.0004,0.0001,1.66,20385
33900,0.0035,0.0002,0.0001,1.66,20443
34000,0.003,0.0002,0.0001,1.66,20501
34100,0.0032,0.0004,0.0001,1.66,20559
34200,0.0037,0.0002,0.0001,1.66,20618
34300,0.0036,0.0003,0.0001,1.66,20676
34400,0.0041,0.0005,0.0001,1.66,20734
34500,0.0036,0.0004,0.0001,1.66,20792
34600,0.0038,0.0003,0.0001,1.66,20850
34700,0.0032,0.0002,0.0001,1.66,20908
34800,0.0034,0.0003,0.0001,1.66,20966
34900,0.0034,0.0,0.0001,1.66,21025
35000,0.0024,0.0001,0.0001,1.66,21083
35100,0.0032,0.0002,0.0001,1.66,21198
35200,0.0032,0.0002,0.0001,1.66,21256
35300,0.0036,0.0001,0.0001,1.66,21314
35400,0.0037,0.0001,0.0001,1.66,21372
35500,0.0038,0.0003,0.0001,1.66,21430
35600,0.0038,0.0003,0.0001,1.66,21489
35700,0.0028,0.0002,0.0001,1.66,21547
35800,0.0036,0.0001,0.0001,1.66,21605
35900,0.0035,0.0002,0.0001,1.66,21663
36000,0.0035,0.0002,0.0001,1.66,21721
36100,0.0035,0.0002,0.0001,1.66,21779
36200,0.0038,0.0003,0.0001,1.66,21837
36300,0.0037,0.0002,0.0001,1.66,21896
36400,0.0033,0.0001,0.0001,1.66,21954
36500,0.0028,0.0003,0.0001,1.66,22012
36600,0.0034,0.0001,0.0001,1.66,22070
36700,0.0035,0.0002,0.0001,1.66,22128
36800,0.0033,0.0002,0.0001,1.66,22186
36900,0.0035,0.0003,0.0001,1.66,22244
37000,0.0034,0.0003,0.0001,1.66,22303
37100,0.0035,0.0003,0.0001,1.66,22361
37200,0.0039,0.0001,0.0001,1.66,22419
37300,0.0031,0.0003,0.0001,1.66,22477
37400,0.0036,0.0002,0.0001,1.66,22535
37500,0.0032,0.0005,0.0001,1.66,22593
37600,0.003,0.0002,0.0001,1.66,22708
37700,0.0034,0.0002,0.0001,1.66,22766
37800,0.003,0.0002,0.0001,1.66,22824
37900,0.0031,0.0002,0.0001,1.66,22883
38000,0.0034,0.0002,0.0001,1.66,22941
38100,0.0033,0.0002,0.0001,1.66,22999
38200,0.0034,0.0002,0.0001,1.66,23057
38300,0.0033,0.0001,0.0001,1.66,23115
38400,0.0032,0.0003,0.0001,1.66,23173
38500,0.0033,0.0001,0.0001,1.66,23231
38600,0.0036,0.0002,0.0001,1.66,23290
38700,0.0035,0.0004,0.0001,1.66,23348
38800,0.0044,0.0003,0.0001,1.66,23406
38900,0.0037,0.0003,0.0001,1.66,23464
39000,0.0035,0.0003,0.0001,1.66,23522
39100,0.0037,0.0003,0.0001,1.66,23580
39200,0.0036,0.0004,0.0001,1.66,23638
39300,0.0034,0.0002,0.0001,1.66,23697
39400,0.0034,0.0001,0.0001,1.66,23755
39500,0.0031,0.0004,0.0001,1.66,23813
39600,0.0034,0.0002,0.0001,1.66,23871
39700,0.0035,0.0005,0.0001,1.66,23929
39800,0.0031,0.0002,0.0001,1.66,23987
39900,0.0036,0.0004,0.0001,1.66,24045
40000,0.0032,0.0002,0.0001,1.66,24104
40100,0.0034,0.0004,0.0001,1.66,24219
40200,0.0038,0.0003,0.0001,1.66,24277
40300,0.0034,0.0004,0.0001,1.66,24335
40400,0.0036,0.0003,0.0001,1.66,24393
40500,0.0036,0.0002,0.0001,1.66,24451
40600,0.0041,0.0002,0.0001,1.66,24509
40700,0.0032,0.0002,0.0001,1.66,24567
40800,0.0031,0.0003,0.0001,1.66,24626
40900,0.0035,0.0004,0.0001,1.66,24684
41000,0.0035,0.0002,0.0001,1.66,24742
41100,0.0034,0.0003,0.0001,1.66,24800
41200,0.0033,0.0004,0.0001,1.66,24858
41300,0.0033,0.0002,0.0001,1.66,24916
41400,0.0038,0.0001,0.0001,1.66,24975
41500,0.0034,0.0001,0.0001,1.66,25033
41600,0.0032,0.0004,0.0001,1.66,25091
41700,0.003,0.0002,0.0001,1.66,25149
41800,0.0031,0.0003,0.0001,1.66,25207
41900,0.0033,0.0002,0.0001,1.66,25265
42000,0.0034,0.0003,0.0001,1.66,25323
42100,0.0041,0.0002,0.0001,1.66,25382
42200,0.004,0.0002,0.0001,1.66,25440
42300,0.0036,0.0002,0.0001,1.66,25498
42400,0.0034,0.0001,0.0001,1.66,25556
42500,0.0031,0.0002,0.0001,1.66,25614
42600,0.0034,0.0002,0.0001,1.66,25729
42700,0.0037,0.0002,0.0001,1.66,25787
42800,0.0037,0.0003,0.0001,1.66,25845
42900,0.0034,0.0002,0.0001,1.66,25904
43000,0.0032,0.0002,0.0001,1.66,25962
43100,0.0033,0.0001,0.0001,1.66,26020
43200,0.0037,0.0002,0.0001,1.66,26078
43300,0.0031,0.0003,0.0001,1.66,26136
43400,0.0027,0.0,0.0001,1.66,26194
43500,0.0034,0.0001,0.0001,1.66,26252
43600,0.0029,0.0003,0.0001,1.66,26311
43700,0.0033,0.0003,0.0001,1.66,26369
43800,0.0032,0.0003,0.0001,1.66,26427
43900,0.003,0.0003,0.0001,1.66,26485
44000,0.0035,0.0002,0.0001,1.66,26543
44100,0.0039,0.0002,0.0001,1.66,26601
44200,0.0036,0.0001,0.0001,1.66,26659
44300,0.0031,0.0002,0.0001,1.66,26718
44400,0.0033,0.0001,0.0001,1.66,26776
44500,0.0036,0.0004,0.0001,1.66,26834
44600,0.0034,0.0003,0.0001,1.66,26892
44700,0.0038,0.0003,0.0001,1.66,26950
44800,0.0037,0.0003,0.0001,1.66,27008
44900,0.003,0.0001,0.0001,1.66,27067
45000,0.0031,0.0001,0.0001,1.66,27125
45100,0.0032,0.0001,0.0001,1.66,27240
45200,0.0032,0.0004,0.0001,1.66,27298
45300,0.003,0.0001,0.0001,1.66,27356
45400,0.0032,0.0004,0.0001,1.66,27414
45500,0.0032,0.0004,0.0001,1.66,27472
45600,0.0036,0.0002,0.0001,1.66,27530
45700,0.0034,0.0003,0.0001,1.66,27588
45800,0.0035,0.0002,0.0001,1.66,27647
45900,0.0028,0.0002,0.0001,1.66,27705
46000,0.0037,0.0004,0.0001,1.66,27763
46100,0.0032,0.0001,0.0001,1.66,27821
46200,0.003,0.0003,0.0001,1.66,27879
46300,0.0038,0.0001,0.0001,1.66,27937
46400,0.0036,0.0002,0.0001,1.66,27996
46500,0.0034,0.0001,0.0001,1.66,28054
46600,0.0032,0.0002,0.0001,1.66,28112
46700,0.0031,0.0003,0.0001,1.66,28170
46800,0.0036,0.0001,0.0001,1.66,28228
46900,0.0029,0.0002,0.0001,1.66,28286
47000,0.0034,0.0003,0.0001,1.66,28344
47100,0.0027,0.0002,0.0001,1.66,28403
47200,0.0034,0.0004,0.0001,1.66,28461
47300,0.0031,0.0002,0.0001,1.66,28519
47400,0.0037,0.0002,0.0001,1.66,28577
47500,0.0031,0.0003,0.0001,1.66,28635
47600,0.0029,0.0002,0.0001,1.66,28750
47700,0.0033,0.0002,0.0001,1.66,28808
47800,0.0037,0.0004,0.0001,1.66,28866
47900,0.0043,0.0003,0.0001,1.66,28925
48000,0.0034,0.0005,0.0001,1.66,28983
48100,0.004,0.0002,0.0001,1.66,29041
48200,0.0038,0.0003,0.0001,1.66,29099
48300,0.0032,0.0001,0.0001,1.66,29157
48400,0.0034,0.0001,0.0001,1.66,29215
48500,0.0039,0.0002,0.0001,1.66,29273
48600,0.0032,0.0001,0.0001,1.66,29332
48700,0.0026,0.0003,0.0001,1.66,29390
48800,0.0037,0.0001,0.0001,1.66,29448
48900,0.0031,0.0001,0.0001,1.66,29506
49000,0.0036,0.0005,0.0001,1.66,29564
49100,0.0033,0.0002,0.0001,1.66,29622
49200,0.0035,0.0001,0.0001,1.66,29681
49300,0.0034,0.0003,0.0001,1.66,29739
49400,0.0041,0.0003,0.0001,1.66,29797
49500,0.0034,0.0001,0.0001,1.66,29855
49600,0.0033,0.0003,0.0001,1.66,29913
49700,0.0034,0.0002,0.0001,1.66,29971
49800,0.0029,0.0001,0.0001,1.66,30029
49900,0.0033,0.0002,0.0001,1.66,30088
50000,0.0038,0.0002,0.0001,1.66,30146
50100,0.0033,0.0001,0.0001,1.66,30261
50200,0.0038,0.0001,0.0001,1.66,30319
50300,0.0036,0.0003,0.0001,1.66,30377
50400,0.0033,0.0003,0.0001,1.66,30435
50500,0.004,0.0002,0.0001,1.66,30493
50600,0.0038,0.0003,0.0001,1.66,30551
50700,0.0031,0.0003,0.0001,1.66,30610
50800,0.0033,0.0005,0.0001,1.66,30668
50900,0.0029,0.0003,0.0001,1.66,30726
51000,0.0034,0.0001,0.0001,1.66,30784
51100,0.0038,0.0001,0.0001,1.66,30842
51200,0.0035,0.0003,0.0001,1.66,30900
51300,0.003,0.0002,0.0001,1.66,30959
51400,0.0032,0.0002,0.0001,1.66,31017
51500,0.0033,0.0002,0.0001,1.66,31075
51600,0.0036,0.0001,0.0001,1.66,31133
51700,0.0031,0.0002,0.0001,1.66,31191
51800,0.0031,0.0003,0.0001,1.66,31249
51900,0.0036,0.0004,0.0001,1.66,31307
52000,0.0029,0.0002,0.0001,1.66,31366
52100,0.003,0.0002,0.0001,1.66,31424
52200,0.0036,0.0002,0.0001,1.66,31482
52300,0.0035,0.0002,0.0001,1.66,31540
52400,0.0036,0.0002,0.0001,1.66,31598
52500,0.0036,0.0,0.0001,1.66,31656
52600,0.0033,0.0001,0.0001,1.66,31771
52700,0.0036,0.0004,0.0001,1.66,31829
52800,0.0034,0.0002,0.0001,1.66,31888
52900,0.0027,0.0002,0.0001,1.66,31946
53000,0.0036,0.0001,0.0001,1.66,32004
53100,0.0032,0.0001,0.0001,1.66,32062
53200,0.0031,0.0002,0.0001,1.66,32120
53300,0.0039,0.0004,0.0001,1.66,32178
53400,0.0033,0.0002,0.0001,1.66,32236
53500,0.0032,0.0001,0.0001,1.66,32295
53600,0.003,0.0002,0.0001,1.66,32353
53700,0.0032,0.0002,0.0001,1.66,32411
53800,0.0035,0.0001,0.0001,1.66,32469
53900,0.0036,0.0002,0.0001,1.66,32527
54000,0.0039,0.0004,0.0001,1.66,32585
54100,0.0031,0.0003,0.0001,1.66,32644
54200,0.0033,0.0002,0.0001,1.66,32702
54300,0.0032,0.0001,0.0001,1.66,32760
54400,0.0037,0.0003,0.0001,1.66,32818
54500,0.003,0.0004,0.0001,1.66,32876
54600,0.0035,0.0003,0.0001,1.66,32934
54700,0.0036,0.0002,0.0001,1.66,32992
54800,0.0032,0.0003,0.0001,1.66,33051
54900,0.0032,0.0002,0.0001,1.66,33109
55000,0.0031,0.0002,0.0001,1.66,33167
55100,0.0034,0.0005,0.0001,1.66,33282
55200,0.0037,0.0004,0.0001,1.66,33340
55300,0.0036,0.0002,0.0001,1.66,33398
55400,0.0031,0.0001,0.0001,1.66,33456
55500,0.0032,0.0003,0.0001,1.66,33514
55600,0.0034,0.0002,0.0001,1.66,33573
55700,0.0037,0.0002,0.0001,1.66,33631
55800,0.003,0.0001,0.0001,1.66,33689
55900,0.0031,0.0001,0.0001,1.66,33747
