iter,loss,recent_min,lr,it_per_s,elapsed_s
56000,0.0031,0.0001,0.0001,1.66,33805
56100,0.0029,0.0003,0.0001,1.66,33863
56200,0.0038,0.0004,0.0001,1.66,33921
56300,0.0035,0.0002,0.0001,1.66,33980
56400,0.0034,0.0003,0.0001,1.66,34038
56500,0.003,0.0001,0.0001,1.66,34096
56600,0.0034,0.0002,0.0001,1.66,34154
56700,0.003,0.0003,0.0001,1.66,34212
56800,0.0033,0.0002,0.0001,1.66,34270
56900,0.0035,0.0001,0.0001,1.66,34329
57000,0.0034,0.0002,0.0001,1.66,34387
57100,0.0033,0.0003,0.0001,1.66,34445
57200,0.003,0.0003,0.0001,1.66,34503
57300,0.0026,0.0003,0.0001,1.66,34561
57400,0.0031,0.0001,0.0001,1.66,34619
57500,0.0033,0.0003,0.0001,1.66,34677
57600,0.0029,0.0003,0.0001,1.66,34792
57700,0.0026,0.0001,0.0001,1.66,34851
57800,0.0036,0.0003,0.0001,1.66,34909
57900,0.0033,0.0001,0.0001,1.66,34967
58000,0.0034,0.0001,0.0001,1.66,35025
58100,0.0035,0.0003,0.0001,1.66,35083
58200,0.0033,0.0002,0.0001,1.66,35141
58300,0.0031,0.0002,0.0001,1.66,35199
58400,0.0037,0.0003,0.0001,1.66,35258
58500,0.003,0.0004,0.0001,1.66,35316
58600,0.0027,0.0003,0.0001,1.66,35374
58700,0.0038,0.0002,0.0001,1.66,35432
58800,0.0032,0.0002,0.0001,1.66,35490
58900,0.0032,0.0002,0.0001,1.66,35548
59000,0.0032,0.0001,0.0001,1.66,35606
59100,0.0031,0.0001,0.0001,1.66,35665
59200,0.0031,0.0003,0.0001,1.66,35723
59300,0.0033,0.0001,0.0001,1.66,35781
59400,0.0031,0.0001,0.0001,1.66,35839
59500,0.0042,0.0001,0.0001,1.66,35897
59600,0.0031,0.0001,0.0001,1.66,35955
59700,0.0034,0.0003,0.0001,1.66,36013
59800,0.0027,0.0001,0.0001,1.66,36072
59900,0.0031,0.0002,0.0001,1.66,36130
60000,0.0038,0.0003,0.0001,1.66,36188
60100,0.0033,0.0001,0.0001,1.66,36303
60200,0.0036,0.0003,0.0001,1.66,36361
60300,0.003,0.0003,0.0001,1.66,36419
60400,0.0035,0.0002,0.0001,1.66,36477
60500,0.0033,0.0001,0.0001,1.66,36536
60600,0.0032,0.0001,0.0001,1.66,36594
60700,0.0032,0.0004,0.0001,1.66,36652
60800,0.0034,0.0005,0.0001,1.66,36710
60900,0.003,0.0001,0.0001,1.66,36768
61000,0.0036,0.0003,0.0001,1.66,36826
61100,0.0033,0.0003,0.0001,1.66,36885
61200,0.0028,0.0001,0.0001,1.66,36943
61300,0.0031,0.0002,0.0001,1.66,37001
61400,0.0025,0.0002,0.0001,1.66,37059
61500,0.0032,0.0001,0.0001,1.66,37117
61600,0.0027,0.0002,0.0001,1.66,37175
61700,0.0033,0.0002,0.0001,1.66,37233
61800,0.0031,0.0003,0.0001,1.66,37292
61900,0.0033,0.0003,0.0001,1.66,37350
62000,0.0039,0.0004,0.0001,1.66,37408
62100,0.0031,0.0001,0.0001,1.66,37466
62200,0.0034,0.0003,0.0001,1.66,37524
62300,0.0031,0.0001,0.0001,1.66,37582
62400,0.0029,0.0,0.0001,1.66,37640
62500,0.0031,0.0002,0.0001,1.66,37699
62600,0.0033,0.0002,0.0001,1.66,37814
62700,0.0031,0.0003,0.0001,1.66,37872
62800,0.0033,0.0002,0.0001,1.66,37930
62900,0.0031,0.0002,0.0001,1.66,37988
63000,0.0024,0.0003,0.0001,1.66,38046
63100,0.0035,0.0003,0.0001,1.66,38104
63200,0.0031,0.0003,0.0001,1.66,38162
63300,0.0038,0.0002,0.0001,1.66,38221
63400,0.003,0.0002,0.0001,1.66,38279
63500,0.0037,0.0001,0.0001,1.66,38337
63600,0.0035,0.0001,0.0001,1.66,38395
63700,0.0032,0.0001,0.0001,1.66,38453
63800,0.0037,0.0004,0.0001,1.66,38511
63900,0.0039,0.0004,0.0001,1.66,38570
64000,0.0027,0.0002,0.0001,1.66,38628
64100,0.003,0.0002,0.0001,1.66,38686
64200,0.0034,0.0002,0.0001,1.66,38744
64300,0.0032,0.0002,0.0001,1.66,38802
64400,0.003,0.0002,0.0001,1.66,38860
64500,0.0032,0.0003,0.0001,1.66,38919
64600,0.0031,0.0002,0.0001,1.66,38977
64700,0.0032,0.0005,0.0001,1.66,39035
64800,0.0033,0.0001,0.0001,1.66,39093
64900,0.0029,0.0002,0.0001,1.66,39151
65000,0.0041,0.0001,0.0001,1.66,39209
65100,0.0037,0.0004,0.0001,1.66,39324
65200,0.0032,0.0002,0.0001,1.66,39382
65300,0.0038,0.0003,0.0001,1.66,39441
65400,0.0038,0.0001,0.0001,1.66,39499
65500,0.003,0.0002,0.0001,1.66,39557
65600,0.0036,0.0003,0.0001,1.66,39615
65700,0.0031,0.0,0.0001,1.66,39673
65800,0.0031,0.0002,0.0001,1.66,39731
65900,0.0039,0.0002,0.0001,1.66,39789
66000,0.0034,0.0003,0.0001,1.66,39848
66100,0.0032,0.0003,0.0001,1.66,39906
66200,0.0033,0.0002,0.0001,1.66,39964
66300,0.0028,0.0002,0.0001,1.66,40022
66400,0.0029,0.0002,0.0001,1.66,40080
66500,0.0035,0.0003,0.0001,1.66,40138
66600,0.0031,0.0001,0.0001,1.66,40197
66700,0.0028,0.0004,0.0001,1.66,40255
66800,0.003,0.0003,0.0001,1.66,40313
66900,0.0028,0.0002,0.0001,1.66,40371
67000,0.0031,0.0003,0.0001,1.66,40429
67100,0.0036,0.0001,0.0001,1.66,40487
67200,0.004,0.0002,0.0001,1.66,40545
67300,0.0033,0.0002,0.0001,1.66,40604
67400,0.0029,0.0002,0.0001,1.66,40662
67500,0.0031,0.0004,0.0001,1.66,40720
67600,0.0031,0.0002,0.0001,1.66,40835
67700,0.0035,0.0001,0.0001,1.66,40893
67800,0.0035,0.0002,0.0001,1.66,40951
67900,0.0033,0.0002,0.0001,1.66,41009
68000,0.0039,0.0003,0.0001,1.66,41067
68100,0.003,0.0003,0.0001,1.66,41126
68200,0.0031,0.0001,0.0001,1.66,41184
68300,0.0034,0.0003,0.0001,1.66,41242
68400,0.0034,0.0003,0.0001,1.66,41300
68500,0.0032,0.0001,0.0001,1.66,41358
68600,0.004,0.0003,0.0001,1.66,41416
68700,0.0028,0.0001,0.0001,1.66,41475
68800,0.0029,0.0,0.0001,1.66,41533
68900,0.0029,0.0002,0.0001,1.66,41591
69000,0.0035,0.0002,0.0001,1.66,41649
69100,0.003,0.0003,0.0001,1.66,41707
69200,0.0032,0.0002,0.0001,1.66,41765
69300,0.0034,0.0002,0.0001,1.66,41823
69400,0.0033,0.0002,0.0001,1.66,41882
69500,0.0034,0.0002,0.0001,1.66,41940
69600,0.0032,0.0002,0.0001,1.66,41998
69700,0.0032,0.0002,0.0001,1.66,42056
69800,0.0031,0.0002,0.0001,1.66,42114
69900,0.0032,0.0003,0.0001,1.66,42172
70000,0.003,0.0,0.0001,1.66,42231
70100,0.0034,0.0003,0.0001,1.66,42346
70200,0.0031,0.0,0.0001,1.66,42404
70300,0.0032,0.0002,0.0001,1.66,42462
70400,0.0034,0.0003,0.0001,1.66,42520
70500,0.0027,0.0003,0.0001,1.66,42578
70600,0.0032,0.0002,0.0001,1.66,42636
70700,0.0027,0.0002,0.0001,1.66,42695
70800,0.0031,0.0002,0.0001,1.66,42753
70900,0.0038,0.0002,0.0001,1.66,42811
71000,0.0033,0.0003,0.0001,1.66,42869
71100,0.0029,0.0002,0.0001,1.66,42927
71200,0.0032,0.0001,0.0001,1.66,42985
71300,0.0037,0.0001,0.0001,1.66,43043
71400,0.0032,0.0001,0.0001,1.66,43102
71500,0.0031,0.0002,0.0001,1.66,43160
71600,0.0029,0.0001,0.0001,1.66,43218
71700,0.003,0.0002,0.0001,1.66,43276
71800,0.0028,0.0001,0.0001,1.66,43334
71900,0.0028,0.0001,0.0001,1.66,43392
72000,0.0034,0.0004,0.0001,1.66,43451
72100,0.0033,0.0002,0.0001,1.66,43509
72200,0.0033,0.0002,0.0001,1.66,43567
72300,0.0029,0.0002,0.0001,1.66,43625
72400,0.0031,0.0001,0.0001,1.66,43683
72500,0.003,0.0002,0.0001,1.66,43741
72600,0.0035,0.0002,0.0001,1.66,43856
72700,0.0033,0.0002,0.0001,1.66,43914
72800,0.0029,0.0001,0.0001,1.66,43972
72900,0.0032,0.0001,0.0001,1.66,44031
73000,0.0031,0.0003,0.0001,1.66,44089
73100,0.0032,0.0003,0.0001,1.66,44147
73200,0.0029,0.0002,0.0001,1.66,44205
73300,0.0034,0.0002,0.0001,1.66,44263
73400,0.0027,0.0002,0.0001,1.66,44321
73500,0.0034,0.0002,0.0001,1.66,44380
73600,0.0032,0.0003,0.0001,1.66,44438
73700,0.0031,0.0003,0.0001,1.66,44496
73800,0.0033,0.0002,0.0001,1.66,44554
73900,0.0032,0.0004,0.0001,1.66,44612
74000,0.003,0.0003,0.0001,1.66,44670
74100,0.0033,0.0002,0.0001,1.66,44729
74200,0.003,0.0001,0.0001,1.66,44787
74300,0.0031,0.0002,0.0001,1.66,44845
74400,0.003,0.0001,0.0001,1.66,44903
74500,0.0033,0.0003,0.0001,1.66,44961
74600,0.0032,0.0003,0.0001,1.66,45019
74700,0.0031,0.0002,0.0001,1.66,45077
74800,0.003,0.0003,0.0001,1.66,45136
74900,0.0031,0.0002,0.0001,1.66,45194
75000,0.0034,0.0002,0.0001,1.66,45252
75100,0.0034,0.0001,0.0001,1.66,45367
75200,0.0027,0.0002,0.0001,1.66,45425
75300,0.0035,0.0004,0.0001,1.66,45483
75400,0.0031,0.0002,0.0001,1.66,45541
75500,0.0031,0.0003,0.0001,1.66,45600
75600,0.0033,0.0005,0.0001,1.66,45658
75700,0.0033,0.0001,0.0001,1.66,45716
75800,0.0033,0.0002,0.0001,1.66,45774
75900,0.0032,0.0001,0.0001,1.66,45832
76000,0.0029,0.0002,0.0001,1.66,45890
76100,0.0036,0.0002,0.0001,1.66,45948
76200,0.0028,0.0002,0.0001,1.66,46007
76300,0.0033,0.0001,0.0001,1.66,46065
76400,0.0032,0.0002,0.0001,1.66,46123
76500,0.0029,0.0002,0.0001,1.66,46181
76600,0.0033,0.0001,0.0001,1.66,46239
76700,0.0031,0.0003,0.0001,1.66,46297
76800,0.0029,0.0003,0.0001,1.66,46356
76900,0.0032,0.0001,0.0001,1.66,46414
77000,0.0034,0.0004,0.0001,1.66,46472
77100,0.0033,0.0001,0.0001,1.66,46530
77200,0.0031,0.0001,0.0001,1.66,46588
77300,0.0029,0.0002,0.0001,1.66,46646
77400,0.0031,0.0001,0.0001,1.66,46705
77500,0.0035,0.0001,0.0001,1.66,46763
77600,0.0029,0.0001,0.0001,1.66,46878
77700,0.0033,0.0002,0.0001,1.66,46936
77800,0.0035,0.0002,0.0001,1.66,46994
77900,0.0035,0.0002,0.0001,1.66,47052
78000,0.0041,0.0002,0.0001,1.66,47110
78100,0.0035,0.0001,0.0001,1.66,47168
78200,0.003,0.0003,0.0001,1.66,47227
78300,0.0029,0.0002,0.0001,1.66,47285
78400,0.003,0.0001,0.0001,1.66,47343
78500,0.0029,0.0003,0.0001,1.66,47401
78600,0.0029,0.0002,0.0001,1.66,47459
78700,0.0031,0.0004,0.0001,1.66,47517
78800,0.0027,0.0004,0.0001,1.66,47575
78900,0.003,0.0,0.0001,1.66,47634
79000,0.0038,0.0001,0.0001,1.66,47692
79100,0.0035,0.0,0.0001,1.66,47750
79200,0.0031,0.0001,0.0001,1.66,47808
79300,0.0035,0.0004,0.0001,1.66,47866
79400,0.0032,0.0001,0.0001,1.66,47924
79500,0.0032,0.0002,0.0001,1.66,47983
79600,0.0029,0.0002,0.0001,1.66,48041
79700,0.0034,0.0001,0.0001,1.66,48099
79800,0.0031,0.0002,0.0001,1.66,48157
79900,0.0037,0.0002,0.0001,1.66,48215
80000,0.0029,0.0003,0.0001,1.66,48273
80100,0.0034,0.0003,0.0001,1.66,48388
80200,0.0031,0.0002,0.0001,1.66,48447
80300,0.0034,0.0002,0.0001,1.66,48505
80400,0.0037,0.0002,0.0001,1.66,48563
80500,0.003,0.0002,0.0001,1.66,48621
80600,0.0029,0.0001,0.0001,1.66,48679
80700,0.0027,0.0002,0.0001,1.66,48737
80800,0.0034,0.0001,0.0001,1.66,48795
80900,0.0032,0.0002,0.0001,1.66,48854
81000,0.0034,0.0001,0.0001,1.66,48912
81100,0.0036,0.0002,0.0001,1.66,48970
81200,0.0038,0.0002,0.0001,1.66,49028
81300,0.0032,0.0002,0.0001,1.66,49086
81400,0.0034,0.0001,0.0001,1.66,49144
81500,0.0035,0.0003,0.0001,1.66,49203
81600,0.003,0.0001,0.0001,1.66,49261
81700,0.0027,0.0004,0.0001,1.66,49319
81800,0.0031,0.0002,0.0001,1.66,49377
81900,0.0037,0.0005,0.0001,1.66,49435
82000,0.0034,0.0003,0.0001,1.66,49493
82100,0.0034,0.0001,0.0001,1.66,49552
82200,0.003,0.0001,0.0001,1.66,49610
82300,0.0034,0.0001,0.0001,1.66,49668
82400,0.0038,0.0002,0.0001,1.66,49726
82500,0.0029,0.0,0.0001,1.66,49784
82600,0.003,0.0004,0.0001,1.66,49899
82700,0.0034,0.0002,0.0001,1.66,49957
82800,0.003,0.0003,0.0001,1.66,50015
82900,0.0031,0.0002,0.0001,1.66,50074
83000,0.0035,0.0002,0.0001,1.66,50132
83100,0.0026,0.0002,0.0001,1.66,50190
83200,0.0029,0.0003,0.0001,1.66,50248
83300,0.0029,0.0003,0.0001,1.66,50306
83400,0.0036,0.0002,0.0001,1.66,50364
83500,0.003,0.0001,0.0001,1.66,50423
83600,0.003,0.0001,0.0001,1.66,50481
83700,0.003,0.0001,0.0001,1.66,50539
83800,0.0028,0.0001,0.0001,1.66,50597
83900,0.003,0.0002,0.0001,1.66,50655
84000,0.0028,0.0002,0.0001,1.66,50713
84100,0.003,0.0003,0.0001,1.66,50772
84200,0.0034,0.0003,0.0001,1.66,50830
84300,0.0031,0.0001,0.0001,1.66,50888
84400,0.0028,0.0,0.0001,1.66,50946
84500,0.0029,0.0003,0.0001,1.66,51004
84600,0.0028,0.0003,0.0001,1.66,51062
84700,0.0029,0.0002,0.0001,1.66,51121
84800,0.0025,0.0002,0.0001,1.66,51179
84900,0.0035,0.0003,0.0001,1.66,51237
85000,0.0034,0.0002,0.0001,1.66,51295
85100,0.0035,0.0002,0.0001,1.66,51410
85200,0.0028,0.0003,0.0001,1.66,51468
85300,0.0034,0.0003,0.0001,1.66,51526
85400,0.0035,0.0002,0.0001,1.66,51585
85500,0.0035,0.0002,0.0001,1.66,51643
85600,0.0028,0.0001,0.0001,1.66,51701
85700,0.0032,0.0003,0.0001,1.66,51759
85800,0.0032,0.0002,0.0001,1.66,51817
85900,0.0031,0.0002,0.0001,1.66,51875
86000,0.0029,0.0003,0.0001,1.66,51933
86100,0.003,0.0002,0.0001,1.66,51992
86200,0.0036,0.0001,0.0001,1.66,52050
86300,0.0034,0.0003,0.0001,1.66,52108
86400,0.0029,0.0002,0.0001,1.66,52166
86500,0.0033,0.0004,0.0001,1.66,52224
86600,0.0031,0.0002,0.0001,1.66,52282
86700,0.0035,0.0001,0.0001,1.66,52341
86800,0.0032,0.0002,0.0001,1.66,52399
86900,0.0037,0.0001,0.0001,1.66,52457
87000,0.0031,0.0002,0.0001,1.66,52515
87100,0.0033,0.0002,0.0001,1.66,52573
87200,0.0035,0.0004,0.0001,1.66,52631
87300,0.0029,0.0002,0.0001,1.66,52690
87400,0.0029,0.0001,0.0001,1.66,52748
87500,0.0029,0.0002,0.0001,1.66,52806
87600,0.0028,0.0003,0.0001,1.66,52921
87700,0.0027,0.0002,0.0001,1.66,52979
87800,0.0029,0.0003,0.0001,1.66,53037
87900,0.0031,0.0002,0.0001,1.66,53096
88000,0.0032,0.0001,0.0001,1.66,53154
88100,0.0023,0.0001,0.0001,1.66,53212
88200,0.0035,0.0002,0.0001,1.66,53270
88300,0.0029,0.0002,0.0001,1.66,53328
88400,0.0027,0.0001,0.0001,1.66,53386
88500,0.003,0.0003,0.0001,1.66,53444
88600,0.0032,0.0002,0.0001,1.66,53503
88700,0.003,0.0002,0.0001,1.66,53561
88800,0.0028,0.0002,0.0001,1.66,53619
88900,0.0031,0.0002,0.0001,1.66,53677
89000,0.0033,0.0003,0.0001,1.66,53735
89100,0.0031,0.0002,0.0001,1.66,53793
89200,0.0028,0.0003,0.0001,1.66,53852
89300,0.0036,0.0004,0.0001,1.66,53910
89400,0.003,0.0003,0.0001,1.66,53968
89500,0.003,0.0,0.0001,1.66,54026
89600,0.0033,0.0002,0.0001,1.66,54084
89700,0.0032,0.0001,0.0001,1.66,54142
89800,0.0029,0.0003,0.0001,1.66,54201
89900,0.0033,0.0002,0.0001,1.66,54259
90000,0.0031,0.0001,0.0001,1.66,54317
90100,0.0033,0.0003,0.0001,1.66,54432
90200,0.0029,0.0002,0.0001,1.66,54490
90300,0.0031,0.0004,0.0001,1.66,54548
90400,0.0031,0.0004,0.0001,1.66,54606
90500,0.0027,0.0003,0.0001,1.66,54665
90600,0.0032,0.0003,0.0001,1.66,54723
90700,0.0027,0.0001,0.0001,1.66,54781
90800,0.0028,0.0002,0.0001,1.66,54839
90900,0.0034,0.0002,0.0001,1.66,54897
91000,0.0028,0.0002,0.0001,1.66,54955
91100,0.0032,0.0002,0.0001,1.66,55014
91200,0.0033,0.0002,0.0001,1.66,55072
91300,0.0036,0.0001,0.0001,1.66,55130
91400,0.0027,0.0003,0.0001,1.66,55188
91500,0.0032,0.0002,0.0001,1.66,55246
91600,0.0031,0.0001,0.0001,1.66,55304
91700,0.0029,0.0004,0.0001,1.66,55363
91800,0.0029,0.0,0.0001,1.66,55421
91900,0.0031,0.0002,0.0001,1.66,55479
92000,0.0032,0.0002,0.0001,1.66,55537
92100,0.0034,0.0002,0.0001,1.66,55595
92200,0.0025,0.0003,0.0001,1.66,55653
92300,0.003,0.0002,0.0001,1.66,55712
92400,0.0031,0.0002,0.0001,1.66,55770
92500,0.0031,0.0003,0.0001,1.66,55828
92600,0.0032,0.0002,0.0001,1.66,55943
92700,0.0035,0.0001,0.0001,1.66,56001
92800,0.003,0.0002,0.0001,1.66,56059
92900,0.0035,0.0004,0.0001,1.66,56117
93000,0.0034,0.0001,0.0001,1.66,56176
93100,0.0032,0.0,0.0001,1.66,56234
93200,0.003,0.0001,0.0001,1.66,56292
93300,0.0039,0.0004,0.0001,1.66,56350
93400,0.0027,0.0002,0.0001,1.66,56408
93500,0.0033,0.0002,0.0001,1.66,56466
93600,0.0031,0.0003,0.0001,1.66,56525
93700,0.0031,0.0002,0.0001,1.66,56583
93800,0.0028,0.0003,0.0001,1.66,56641
93900,0.0032,0.0002,0.0001,1.66,56699
94000,0.004,0.0001,0.0001,1.66,56757
94100,0.0029,0.0002,0.0001,1.66,56815
94200,0.0027,0.0002,0.0001,1.66,56874
94300,0.003,0.0001,0.0001,1.66,56932
94400,0.0029,0.0001,0.0001,1.66,56990
94500,0.0032,0.0002,0.0001,1.66,57048
94600,0.0031,0.0002,0.0001,1.66,57106
94700,0.0025,0.0002,0.0001,1.66,57164
94800,0.0037,0.0001,0.0001,1.66,57223
94900,0.0032,0.0003,0.0001,1.66,57281
95000,0.0034,0.0003,0.0001,1.66,57339
95100,0.0025,0.0002,0.0001,1.66,57454
95200,0.0031,0.0002,0.0001,1.66,57512
95300,0.0033,0.0001,0.0001,1.66,57570
95400,0.0027,0.0001,0.0001,1.66,57628
95500,0.003,0.0003,0.0001,1.66,57687
95600,0.0027,0.0002,0.0001,1.66,57745
95700,0.0035,0.0001,0.0001,1.66,57803
95800,0.0029,0.0004,0.0001,1.66,57861
95900,0.0028,0.0002,0.0001,1.66,57919
96000,0.0036,0.0,0.0001,1.66,57977
96100,0.0033,0.0001,0.0001,1.66,58036
96200,0.003,0.0003,0.0001,1.66,58094
96300,0.003,0.0002,0.0001,1.66,58152
96400,0.0033,0.0002,0.0001,1.66,58210
96500,0.0036,0.0003,0.0001,1.66,58268
96600,0.0027,0.0003,0.0001,1.66,58327
96700,0.0031,0.0001,0.0001,1.66,58385
96800,0.0035,0.0002,0.0001,1.66,58443
96900,0.0024,0.0002,0.0001,1.66,58501
97000,0.0028,0.0002,0.0001,1.66,58559
97100,0.0031,0.0004,0.0001,1.66,58617
97200,0.0028,0.0003,0.0001,1.66,58675
97300,0.0025,0.0003,0.0001,1.66,58734
97400,0.0033,0.0002,0.0001,1.66,58792
97500,0.0033,0.0002,0.0001,1.66,58850
97600,0.0032,0.0001,0.0001,1.66,58965
97700,0.0032,0.0002,0.0001,1.66,59023
97800,0.0027,0.0003,0.0001,1.66,59081
97900,0.0029,0.0003,0.0001,1.66,59139
98000,0.0027,0.0001,0.0001,1.66,59198
98100,0.0028,0.0001,0.0001,1.66,59256
98200,0.0038,0.0002,0.0001,1.66,59314
98300,0.0026,0.0002,0.0001,1.66,59372
98400,0.0026,0.0002,0.0001,1.66,59430
98500,0.0033,0.0003,0.0001,1.66,59488
98600,0.0031,0.0001,0.0001,1.66,59547
98700,0.0033,0.0001,0.0001,1.66,59605
98800,0.003,0.0001,0.0001,1.66,59663
98900,0.0029,0.0002,0.0001,1.66,59721
99000,0.0029,0.0002,0.0001,1.66,59779
99100,0.0027,0.0002,0.0001,1.66,59837
99200,0.0029,0.0003,0.0001,1.66,59896
99300,0.0028,0.0001,0.0001,1.66,59954
99400,0.0035,0.0001,0.0001,1.66,60012
99500,0.0033,0.0003,0.0001,1.66,60070
99600,0.0029,0.0001,0.0001,1.66,60128
99700,0.003,0.0004,0.0001,1.66,60186
99800,0.0028,0.0002,0.0001,1.66,60245
99900,0.0032,0.0001,0.0001,1.66,60303
100000,0.0032,0.0001,0.0001,1.66,60361
